timestamp,operating_time_sec,temperature_c,vibration_g,current_a,rpm,fault_type
2025-01-15 09:00:28,28,59.94,0.1984,10.026,1502.5,compound_fault
2025-01-15 09:00:29,29,60.01,0.1965,10.011,1497.1,compound_fault
2025-01-15 09:00:30,30,60.09,0.2051,10.023,1493.8,compound_fault
2025-01-15 09:00:31,31,59.91,0.2005,10.017,1495.7,compound_fault
2025-01-15 09:00:32,32,60.02,0.201,10.041,1497.3,compound_fault
2025-01-15 09:00:33,33,60.05,0.201,10.047,1498.9,compound_fault
2025-01-15 09:00:34,34,59.98,0.2024,10.034,1497.4,compound_fault
2025-01-15 09:00:35,35,59.98,0.2012,10.006,1502.7,compound_fault
2025-01-15 09:00:36,36,59.84,0.2005,9.919,1500.6,compound_fault
2025-01-15 09:00:37,37,60.03,0.1996,9.998,1500.4,compound_fault
2025-01-15 09:00:38,38,59.92,0.2009,9.973,1496.7,compound_fault
2025-01-15 09:00:39,39,59.9,0.2014,10.165,1499.6,compound_fault
2025-01-15 09:00:40,40,60.09,0.2003,10.042,1503.7,compound_fault
2025-01-15 09:00:41,41,60.12,0.2008,10.036,1500.9,compound_fault
2025-01-15 09:00:42,42,59.93,0.1983,10.019,1501.6,compound_fault
2025-01-15 09:00:43,43,59.82,0.2019,9.996,1497.8,compound_fault
2025-01-15 09:00:44,44,60.14,0.2004,10.006,1499.0,compound_fault
2025-01-15 09:00:45,45,60.07,0.2027,9.877,1494.3,compound_fault
2025-01-15 09:00:46,46,59.92,0.1929,10.06,1502.5,compound_fault
2025-01-15 09:00:47,47,59.98,0.1961,9.982,1500.5,compound_fault
2025-01-15 09:00:48,48,60.07,0.1969,9.984,1504.2,compound_fault
2025-01-15 09:00:49,49,60.14,0.2008,9.975,1500.7,compound_fault
2025-01-15 09:00:50,50,59.96,0.1998,9.971,1493.0,compound_fault
2025-01-15 09:00:51,51,59.98,0.2001,10.018,1496.9,compound_fault
2025-01-15 09:00:52,52,59.97,0.2024,10.008,1500.5,compound_fault
2025-01-15 09:00:53,53,59.96,0.1993,9.932,1499.6,compound_fault
2025-01-15 09:00:54,54,60.04,0.2032,10.04,1500.6,compound_fault
2025-01-15 09:00:55,55,59.98,0.1991,9.931,1501.5,compound_fault
2025-01-15 09:00:56,56,60.11,0.2008,9.979,1492.6,compound_fault
2025-01-15 09:00:57,57,59.99,0.2019,10.018,1503.5,compound_fault
2025-01-15 09:00:58,58,60.16,0.202,9.963,1500.1,compound_fault
2025-01-15 09:00:59,59,59.86,0.1992,9.998,1496.8,compound_fault
2025-01-15 09:01:00,60,60.03,0.1979,9.982,1505.3,compound_fault
2025-01-15 09:01:01,61,60.06,0.2014,10.074,1499.0,compound_fault
2025-01-15 09:01:02,62,59.94,0.1983,9.987,1502.4,compound_fault
2025-01-15 09:01:03,63,59.97,0.2003,10.064,1498.6,compound_fault
2025-01-15 09:01:04,64,59.87,0.1979,10.043,1498.1,compound_fault
2025-01-15 09:01:05,65,59.94,0.2017,9.958,1498.9,compound_fault
2025-01-15 09:01:06,66,59.67,0.1954,10.038,1495.8,compound_fault
2025-01-15 09:01:07,67,59.96,0.2007,9.831,1501.8,compound_fault
2025-01-15 09:01:08,68,60.05,0.1996,9.922,1496.6,compound_fault
2025-01-15 09:01:09,69,60.05,0.2039,10.007,1498.6,compound_fault
2025-01-15 09:01:10,70,59.89,0.2035,9.961,1502.2,compound_fault
2025-01-15 09:01:11,71,59.99,0.1977,9.949,1499.5,compound_fault
2025-01-15 09:01:12,72,59.94,0.2005,10.072,1498.2,compound_fault
2025-01-15 09:01:13,73,60.01,0.1984,9.941,1497.4,compound_fault
2025-01-15 09:01:14,74,60.08,0.2,10.054,1497.2,compound_fault
2025-01-15 09:01:15,75,60.01,0.2007,10.029,1504.4,compound_fault
2025-01-15 09:01:16,76,59.97,0.2014,10.059,1494.6,compound_fault
2025-01-15 09:01:17,77,60.08,0.2067,10.025,1496.8,compound_fault
2025-01-15 09:01:18,78,59.77,0.1974,9.917,1503.5,compound_fault
2025-01-15 09:01:19,79,60.1,0.1975,10.036,1496.4,compound_fault
2025-01-15 09:01:20,80,60.01,0.2024,9.98,1500.8,compound_fault
2025-01-15 09:01:21,81,59.9,0.201,9.989,1498.7,compound_fault
2025-01-15 09:01:22,82,59.78,0.1995,10.033,1501.2,compound_fault
2025-01-15 09:01:23,83,59.96,0.2057,10.132,1499.7,compound_fault
2025-01-15 09:01:24,84,59.83,0.199,10.128,1501.2,compound_fault
2025-01-15 09:01:25,85,59.98,0.1989,9.978,1504.1,compound_fault
2025-01-15 09:01:26,86,59.91,0.201,10.041,1492.8,compound_fault
2025-01-15 09:01:27,87,59.96,0.1949,9.971,1497.4,compound_fault
2025-01-15 09:01:28,88,60.05,0.1966,10.055,1495.8,compound_fault
2025-01-15 09:01:29,89,60.08,0.1978,10.018,1500.9,compound_fault
2025-01-15 09:01:30,90,59.99,0.2014,9.994,1496.7,compound_fault
2025-01-15 09:01:31,91,59.98,0.1991,10.023,1503.6,compound_fault
2025-01-15 09:01:32,92,59.92,0.1982,10.02,1498.6,compound_fault
2025-01-15 09:01:33,93,60.14,0.2002,9.977,1493.1,compound_fault
2025-01-15 09:01:34,94,60.08,0.2001,9.962,1503.1,compound_fault
2025-01-15 09:01:35,95,60.13,0.2004,10.101,1503.5,compound_fault
2025-01-15 09:01:36,96,60.08,0.1994,10.01,1498.1,compound_fault
2025-01-15 09:01:37,97,59.96,0.1988,9.997,1498.0,compound_fault
2025-01-15 09:01:38,98,59.95,0.1998,10.031,1497.4,compound_fault
2025-01-15 09:01:39,99,60.02,0.2004,10.031,1496.1,compound_fault
2025-01-15 09:01:40,100,59.99,0.1976,10.1,1507.5,compound_fault
2025-01-15 09:01:41,101,59.97,0.2031,10.013,1500.1,compound_fault
2025-01-15 09:01:42,102,59.94,0.2027,10.046,1499.3,compound_fault
2025-01-15 09:01:43,103,59.79,0.2011,9.96,1502.6,compound_fault
2025-01-15 09:01:44,104,59.94,0.1991,9.966,1500.9,compound_fault
2025-01-15 09:01:45,105,59.99,0.2012,10.052,1498.0,compound_fault
2025-01-15 09:01:46,106,59.87,0.1965,9.995,1499.0,compound_fault
2025-01-15 09:01:47,107,59.87,0.1997,10.006,1495.4,compound_fault
2025-01-15 09:01:48,108,60.17,0.2005,9.935,1497.6,compound_fault
2025-01-15 09:01:49,109,60.1,0.1982,10.071,1503.9,compound_fault
2025-01-15 09:01:50,110,59.78,0.2003,9.872,1495.9,compound_fault
2025-01-15 09:01:51,111,59.96,0.1981,9.957,1506.4,compound_fault
2025-01-15 09:01:52,112,59.65,0.2004,9.949,1499.3,compound_fault
2025-01-15 09:01:53,113,60.03,0.1947,9.981,1498.7,compound_fault
2025-01-15 09:01:54,114,60.04,0.1977,9.969,1500.4,compound_fault
2025-01-15 09:01:55,115,59.95,0.1987,9.971,1497.8,compound_fault
2025-01-15 09:01:56,116,60.23,0.1986,9.962,1494.4,compound_fault
2025-01-15 09:01:57,117,60.09,0.2001,9.954,1497.9,compound_fault
2025-01-15 09:01:58,118,59.87,0.2012,10.026,1500.8,compound_fault
2025-01-15 09:01:59,119,60.08,0.1976,10.014,1497.4,compound_fault
2025-01-15 09:02:00,120,60.29,0.2027,9.93,1497.7,compound_fault
2025-01-15 09:02:01,121,60.0,0.1991,9.975,1500.2,compound_fault
2025-01-15 09:02:02,122,60.01,0.201,9.983,1501.3,compound_fault
2025-01-15 09:02:03,123,60.15,0.1984,10.024,1493.1,compound_fault
2025-01-15 09:02:04,124,60.15,0.1989,10.075,1503.4,compound_fault
2025-01-15 09:02:05,125,60.07,0.2016,9.94,1503.0,compound_fault
2025-01-15 09:02:06,126,60.11,0.2006,10.006,1495.6,compound_fault
2025-01-15 09:02:07,127,60.36,0.2014,10.002,1499.2,compound_fault
2025-01-15 09:02:08,128,60.17,0.2055,10.059,1503.0,compound_fault
2025-01-15 09:02:09,129,60.08,0.2031,10.06,1501.0,compound_fault
2025-01-15 09:02:10,130,60.09,0.2018,10.081,1499.1,compound_fault
2025-01-15 09:02:11,131,60.07,0.2037,10.113,1495.4,compound_fault
2025-01-15 09:02:12,132,60.1,0.2026,10.12,1503.5,compound_fault
2025-01-15 09:02:13,133,60.24,0.2022,10.22,1505.4,compound_fault
2025-01-15 09:02:14,134,60.15,0.2026,10.105,1497.8,compound_fault
2025-01-15 09:02:15,135,60.47,0.2028,10.196,1508.2,compound_fault
2025-01-15 09:02:16,136,60.43,0.1978,10.177,1502.2,compound_fault
2025-01-15 09:02:17,137,60.33,0.2045,10.051,1503.8,compound_fault
2025-01-15 09:02:18,138,60.24,0.2072,10.074,1498.3,compound_fault
2025-01-15 09:02:19,139,60.5,0.2074,10.194,1503.4,compound_fault
2025-01-15 09:02:20,140,60.48,0.2066,10.08,1497.3,compound_fault
2025-01-15 09:02:21,141,60.54,0.2013,10.143,1495.6,compound_fault
2025-01-15 09:02:22,142,60.58,0.2069,10.178,1503.6,compound_fault
2025-01-15 09:02:23,143,60.53,0.2109,10.158,1496.7,compound_fault
2025-01-15 09:02:24,144,60.53,0.2074,10.071,1501.2,compound_fault
2025-01-15 09:02:25,145,60.49,0.2025,10.185,1498.6,compound_fault
2025-01-15 09:02:26,146,60.39,0.2058,10.162,1503.2,compound_fault
2025-01-15 09:02:27,147,60.65,0.2082,10.172,1501.3,compound_fault
2025-01-15 09:02:28,148,60.69,0.2063,10.121,1496.3,compound_fault
2025-01-15 09:02:29,149,60.48,0.205,10.153,1499.8,compound_fault
2025-01-15 09:02:30,150,60.5,0.2103,10.23,1496.2,compound_fault
2025-01-15 09:02:31,151,60.71,0.205,10.178,1498.6,compound_fault
2025-01-15 09:02:32,152,60.65,0.2057,10.251,1500.7,compound_fault
2025-01-15 09:02:33,153,60.62,0.2088,10.32,1503.0,compound_fault
2025-01-15 09:02:34,154,60.54,0.2091,10.294,1496.4,compound_fault
2025-01-15 09:02:35,155,60.71,0.2107,10.185,1502.9,compound_fault
2025-01-15 09:02:36,156,60.69,0.2114,10.159,1493.5,compound_fault
2025-01-15 09:02:37,157,60.65,0.2066,10.307,1500.8,compound_fault
2025-01-15 09:02:38,158,60.9,0.2084,10.163,1500.7,compound_fault
2025-01-15 09:02:39,159,60.75,0.2066,10.291,1501.7,compound_fault
2025-01-15 09:02:40,160,60.8,0.2096,10.218,1500.1,compound_fault
2025-01-15 09:02:41,161,61.01,0.2085,10.332,1497.0,compound_fault
2025-01-15 09:02:42,162,60.9,0.2136,10.151,1499.7,compound_fault
2025-01-15 09:02:43,163,60.93,0.2139,10.276,1505.5,compound_fault
2025-01-15 09:02:44,164,60.9,0.2138,10.274,1498.0,compound_fault
2025-01-15 09:02:45,165,60.87,0.2109,10.233,1498.6,compound_fault
2025-01-15 09:02:46,166,60.93,0.2089,10.376,1504.8,compound_fault
2025-01-15 09:02:47,167,60.94,0.2092,10.275,1497.9,compound_fault
2025-01-15 09:02:48,168,61.04,0.2115,10.259,1499.6,compound_fault
2025-01-15 09:02:49,169,60.89,0.2126,10.347,1500.7,compound_fault
2025-01-15 09:02:50,170,60.9,0.2101,10.356,1499.2,compound_fault
2025-01-15 09:02:51,171,61.09,0.212,10.244,1504.6,compound_fault
2025-01-15 09:02:52,172,61.06,0.2156,10.4,1499.7,compound_fault
2025-01-15 09:02:53,173,61.08,0.2182,10.359,1501.0,compound_fault
2025-01-15 09:02:54,174,61.09,0.2129,10.302,1500.9,compound_fault
2025-01-15 09:02:55,175,61.17,0.2139,10.345,1504.7,compound_fault
2025-01-15 09:02:56,176,61.13,0.2131,10.371,1493.3,compound_fault
2025-01-15 09:02:57,177,61.25,0.2118,10.336,1495.5,compound_fault
2025-01-15 09:02:58,178,61.33,0.2148,10.305,1500.2,compound_fault
2025-01-15 09:02:59,179,61.06,0.2162,10.326,1502.1,compound_fault
2025-01-15 09:03:00,180,61.32,0.2167,10.349,1507.1,compound_fault
2025-01-15 09:03:01,181,61.12,0.2127,10.366,1500.5,compound_fault
2025-01-15 09:03:02,182,61.18,0.2152,10.45,1500.8,compound_fault
2025-01-15 09:03:03,183,60.96,0.2132,10.377,1497.3,compound_fault
2025-01-15 09:03:04,184,61.55,0.2145,10.418,1496.4,compound_fault
2025-01-15 09:03:05,185,61.28,0.2159,10.393,1499.5,compound_fault
2025-01-15 09:03:06,186,61.5,0.2167,10.434,1497.9,compound_fault
2025-01-15 09:03:07,187,61.42,0.2183,10.5,1502.0,compound_fault
2025-01-15 09:03:08,188,61.36,0.2202,10.491,1501.1,compound_fault
2025-01-15 09:03:09,189,61.34,0.2204,10.438,1499.6,compound_fault
2025-01-15 09:03:10,190,61.43,0.2171,10.332,1498.1,compound_fault
2025-01-15 09:03:11,191,61.74,0.2161,10.415,1499.2,compound_fault
2025-01-15 09:03:12,192,61.51,0.2201,10.5,1497.5,compound_fault
2025-01-15 09:03:13,193,61.4,0.219,10.487,1495.6,compound_fault
2025-01-15 09:03:14,194,61.57,0.2194,10.579,1502.4,compound_fault
2025-01-15 09:03:15,195,61.75,0.2195,10.52,1498.0,compound_fault
2025-01-15 09:03:16,196,61.68,0.2156,10.523,1496.2,compound_fault
2025-01-15 09:03:17,197,61.63,0.218,10.467,1499.0,compound_fault
2025-01-15 09:03:18,198,61.6,0.2221,10.525,1505.2,compound_fault
2025-01-15 09:03:19,199,61.47,0.221,10.521,1499.6,compound_fault
2025-01-15 09:03:20,200,61.6,0.2171,10.47,1501.5,compound_fault
2025-01-15 09:03:21,201,61.66,0.2186,10.45,1498.9,compound_fault
2025-01-15 09:03:22,202,61.78,0.2208,10.472,1496.1,compound_fault
2025-01-15 09:03:23,203,61.7,0.224,10.569,1502.3,compound_fault
2025-01-15 09:03:24,204,61.79,0.2193,10.62,1499.9,compound_fault
2025-01-15 09:03:25,205,61.87,0.2184,10.575,1500.4,compound_fault
2025-01-15 09:03:26,206,61.81,0.2213,10.43,1501.6,compound_fault
2025-01-15 09:03:27,207,61.93,0.2252,10.549,1504.1,compound_fault
2025-01-15 09:03:28,208,61.8,0.222,10.466,1496.0,compound_fault
2025-01-15 09:03:29,209,61.86,0.2212,10.576,1503.2,compound_fault
2025-01-15 09:03:30,210,61.88,0.2206,10.589,1505.2,compound_fault
2025-01-15 09:03:31,211,61.79,0.2262,10.477,1502.7,compound_fault
2025-01-15 09:03:32,212,61.92,0.2227,10.6,1498.0,compound_fault
2025-01-15 09:03:33,213,62.09,0.2211,10.644,1500.0,compound_fault
2025-01-15 09:03:34,214,61.92,0.2269,10.528,1495.8,compound_fault
2025-01-15 09:03:35,215,61.98,0.2186,10.643,1503.5,compound_fault
2025-01-15 09:03:36,216,61.86,0.2244,10.542,1493.4,compound_fault
2025-01-15 09:03:37,217,61.74,0.2252,10.655,1499.1,compound_fault
2025-01-15 09:03:38,218,61.96,0.2217,10.63,1502.6,compound_fault
2025-01-15 09:03:39,219,62.04,0.2279,10.509,1502.8,compound_fault
2025-01-15 09:03:40,220,62.21,0.2215,10.642,1503.2,compound_fault
2025-01-15 09:03:41,221,62.12,0.2232,10.704,1500.6,compound_fault
2025-01-15 09:03:42,222,62.21,0.2291,10.691,1497.7,compound_fault
2025-01-15 09:03:43,223,62.1,0.2245,10.63,1498.8,compound_fault
2025-01-15 09:03:44,224,62.2,0.2234,10.708,1501.5,compound_fault
2025-01-15 09:03:45,225,62.25,0.2282,10.611,1499.6,compound_fault
2025-01-15 09:03:46,226,62.15,0.2269,10.606,1500.5,compound_fault
2025-01-15 09:03:47,227,62.26,0.226,10.619,1500.4,compound_fault
2025-01-15 09:03:48,228,62.22,0.2252,10.62,1502.3,compound_fault
2025-01-15 09:03:49,229,62.37,0.2273,10.775,1497.9,compound_fault
2025-01-15 09:03:50,230,62.23,0.2265,10.715,1498.7,compound_fault
2025-01-15 09:03:51,231,62.26,0.2288,10.713,1496.8,compound_fault
2025-01-15 09:03:52,232,62.22,0.2279,10.709,1500.2,compound_fault
2025-01-15 09:03:53,233,62.2,0.2264,10.764,1493.0,compound_fault
2025-01-15 09:03:54,234,62.21,0.2307,10.707,1499.5,compound_fault
2025-01-15 09:03:55,235,62.65,0.2267,10.78,1499.5,compound_fault
2025-01-15 09:03:56,236,62.47,0.2313,10.699,1500.4,compound_fault
2025-01-15 09:03:57,237,62.43,0.2332,10.774,1496.4,compound_fault
2025-01-15 09:03:58,238,62.48,0.229,10.718,1493.1,compound_fault
2025-01-15 09:03:59,239,62.32,0.231,10.703,1502.2,compound_fault
2025-01-15 09:04:00,240,62.52,0.2264,10.741,1501.6,compound_fault
2025-01-15 09:04:01,241,62.47,0.2292,10.84,1492.8,compound_fault
2025-01-15 09:04:02,242,62.54,0.2296,10.721,1490.8,compound_fault
2025-01-15 09:04:03,243,62.75,0.2303,10.74,1497.4,compound_fault
2025-01-15 09:04:04,244,62.47,0.233,10.755,1495.0,compound_fault
2025-01-15 09:04:05,245,62.34,0.231,10.787,1493.7,compound_fault
2025-01-15 09:04:06,246,62.67,0.2305,10.779,1495.5,compound_fault
2025-01-15 09:04:07,247,62.63,0.232,10.786,1499.4,compound_fault
2025-01-15 09:04:08,248,62.76,0.2312,10.87,1490.4,compound_fault
2025-01-15 09:04:09,249,62.56,0.2313,10.829,1498.3,compound_fault
2025-01-15 09:04:10,250,62.57,0.2322,10.863,1502.0,compound_fault
2025-01-15 09:04:11,251,62.81,0.2295,10.797,1499.7,compound_fault
2025-01-15 09:04:12,252,62.71,0.2356,10.824,1496.1,compound_fault
2025-01-15 09:04:13,253,62.83,0.2321,10.809,1499.0,compound_fault
2025-01-15 09:04:14,254,62.84,0.2323,10.77,1495.7,compound_fault
2025-01-15 09:04:15,255,62.92,0.2317,10.813,1496.8,compound_fault
2025-01-15 09:04:16,256,62.74,0.2356,10.824,1501.7,compound_fault
2025-01-15 09:04:17,257,62.96,0.231,10.748,1501.1,compound_fault
2025-01-15 09:04:18,258,62.9,0.2363,10.813,1503.8,compound_fault
2025-01-15 09:04:19,259,62.74,0.2359,10.899,1503.2,compound_fault
2025-01-15 09:04:20,260,62.98,0.2345,10.836,1497.1,compound_fault
2025-01-15 09:04:21,261,63.21,0.2346,10.9,1499.9,compound_fault
2025-01-15 09:04:22,262,62.93,0.2394,10.833,1494.6,compound_fault
2025-01-15 09:04:23,263,62.99,0.2342,10.928,1500.1,compound_fault
2025-01-15 09:04:24,264,63.09,0.2335,10.869,1497.5,compound_fault
2025-01-15 09:04:25,265,63.02,0.2391,10.877,1501.6,compound_fault
2025-01-15 09:04:26,266,63.1,0.236,10.864,1496.2,compound_fault
2025-01-15 09:04:27,267,63.03,0.232,10.816,1503.1,compound_fault
2025-01-15 09:04:28,268,63.22,0.24,10.968,1502.1,compound_fault
2025-01-15 09:04:29,269,63.03,0.2366,10.944,1498.0,compound_fault
2025-01-15 09:04:30,270,63.16,0.2385,10.924,1499.2,compound_fault
2025-01-15 09:04:31,271,63.07,0.2384,10.888,1499.7,compound_fault
2025-01-15 09:04:32,272,63.17,0.2379,10.967,1504.0,compound_fault
2025-01-15 09:04:33,273,63.18,0.2404,10.925,1498.7,compound_fault
2025-01-15 09:04:34,274,63.33,0.2348,10.981,1500.3,compound_fault
2025-01-15 09:04:35,275,63.5,0.236,10.986,1504.9,compound_fault
2025-01-15 09:04:36,276,63.1,0.2358,10.878,1498.5,compound_fault
2025-01-15 09:04:37,277,63.41,0.2409,10.977,1505.0,compound_fault
2025-01-15 09:04:38,278,63.35,0.241,11.033,1495.1,compound_fault
2025-01-15 09:04:39,279,63.34,0.24,10.962,1499.6,compound_fault
2025-01-15 09:04:40,280,63.27,0.2366,10.982,1495.9,compound_fault
2025-01-15 09:04:41,281,63.23,0.244,10.95,1497.1,compound_fault
2025-01-15 09:04:42,282,63.41,0.243,11.072,1491.6,compound_fault
2025-01-15 09:04:43,283,63.5,0.2406,10.971,1498.4,compound_fault
2025-01-15 09:04:44,284,63.39,0.2428,10.988,1495.6,compound_fault
2025-01-15 09:04:45,285,63.51,0.2416,10.998,1501.3,compound_fault
2025-01-15 09:04:46,286,63.54,0.2418,11.061,1501.4,compound_fault
2025-01-15 09:04:47,287,63.57,0.2424,10.999,1495.7,compound_fault
2025-01-15 09:04:48,288,63.54,0.2408,11.053,1496.4,compound_fault
2025-01-15 09:04:49,289,63.3,0.2421,10.994,1501.4,compound_fault
2025-01-15 09:04:50,290,63.51,0.2452,11.092,1502.7,compound_fault
2025-01-15 09:04:51,291,63.67,0.2417,11.085,1490.4,compound_fault
2025-01-15 09:04:52,292,63.78,0.2418,11.068,1495.0,compound_fault
2025-01-15 09:04:53,293,63.53,0.2439,11.135,1491.4,compound_fault
2025-01-15 09:04:54,294,63.63,0.2415,11.113,1493.2,compound_fault
2025-01-15 09:04:55,295,63.57,0.2448,11.122,1492.7,compound_fault
2025-01-15 09:04:56,296,63.46,0.2475,11.123,1497.8,compound_fault
2025-01-15 09:04:57,297,63.64,0.2466,11.144,1496.7,compound_fault
2025-01-15 09:04:58,298,63.78,0.2463,11.142,1495.1,compound_fault
2025-01-15 09:04:59,299,63.68,0.2429,11.13,1497.9,compound_fault
2025-01-15 09:05:00,300,63.77,0.2408,11.091,1498.9,compound_fault
2025-01-15 09:05:01,301,63.64,0.2457,11.153,1496.9,compound_fault
2025-01-15 09:05:02,302,63.81,0.2457,11.067,1500.1,compound_fault
2025-01-15 09:05:03,303,63.69,0.2459,10.994,1497.6,compound_fault
2025-01-15 09:05:04,304,63.85,0.2454,11.173,1500.0,compound_fault
2025-01-15 09:05:05,305,63.93,0.2488,11.126,1497.5,compound_fault
2025-01-15 09:05:06,306,63.88,0.2444,11.168,1496.2,compound_fault
2025-01-15 09:05:07,307,63.85,0.2487,11.113,1500.9,compound_fault
2025-01-15 09:05:08,308,63.88,0.2471,11.168,1498.5,compound_fault
2025-01-15 09:05:09,309,63.85,0.2467,11.226,1497.5,compound_fault
2025-01-15 09:05:10,310,63.95,0.246,11.246,1505.0,compound_fault
2025-01-15 09:05:11,311,63.99,0.2452,11.294,1498.9,compound_fault
2025-01-15 09:05:12,312,64.1,0.2479,11.158,1500.6,compound_fault
2025-01-15 09:05:13,313,64.05,0.2485,11.254,1496.8,compound_fault
2025-01-15 09:05:14,314,63.94,0.2475,11.139,1498.6,compound_fault
2025-01-15 09:05:15,315,63.96,0.2504,11.193,1496.4,compound_fault
2025-01-15 09:05:16,316,64.06,0.2433,11.285,1501.2,compound_fault
2025-01-15 09:05:17,317,64.09,0.2507,11.186,1499.2,compound_fault
2025-01-15 09:05:18,318,64.03,0.2513,11.25,1502.2,compound_fault
2025-01-15 09:05:19,319,64.18,0.2513,11.261,1498.4,compound_fault
2025-01-15 09:05:20,320,64.27,0.2466,11.255,1502.8,compound_fault
2025-01-15 09:05:21,321,64.18,0.2487,11.358,1494.9,compound_fault
2025-01-15 09:05:22,322,64.4,0.249,11.235,1493.8,compound_fault
2025-01-15 09:05:23,323,64.21,0.2554,11.182,1494.9,compound_fault
2025-01-15 09:05:24,324,64.33,0.2521,11.333,1496.7,compound_fault
2025-01-15 09:05:25,325,64.14,0.2509,11.264,1495.3,compound_fault
2025-01-15 09:05:26,326,64.01,0.2505,11.342,1499.5,compound_fault
2025-01-15 09:05:27,327,64.32,0.2513,11.355,1493.9,compound_fault
2025-01-15 09:05:28,328,64.26,0.2522,11.355,1500.4,compound_fault
2025-01-15 09:05:29,329,64.37,0.251,11.335,1503.7,compound_fault
2025-01-15 09:05:30,330,64.47,0.2528,11.303,1499.4,compound_fault
2025-01-15 09:05:31,331,64.53,0.2544,11.276,1494.1,compound_fault
2025-01-15 09:05:32,332,64.36,0.2513,11.328,1498.2,compound_fault
2025-01-15 09:05:33,333,64.58,0.2539,11.341,1500.7,compound_fault
2025-01-15 09:05:34,334,64.35,0.2546,11.314,1494.8,compound_fault
2025-01-15 09:05:35,335,64.6,0.2545,11.345,1496.4,compound_fault
2025-01-15 09:05:36,336,64.53,0.2548,11.442,1496.9,compound_fault
2025-01-15 09:05:37,337,64.44,0.2527,11.269,1498.7,compound_fault
2025-01-15 09:05:38,338,64.37,0.2571,11.341,1502.7,compound_fault
2025-01-15 09:05:39,339,64.7,0.2533,11.309,1496.6,compound_fault
2025-01-15 09:05:40,340,64.57,0.2549,11.386,1497.8,compound_fault
2025-01-15 09:05:41,341,64.69,0.255,11.36,1495.1,compound_fault
2025-01-15 09:05:42,342,64.73,0.2585,11.368,1496.6,compound_fault
2025-01-15 09:05:43,343,64.82,0.2562,11.433,1501.5,compound_fault
2025-01-15 09:05:44,344,64.57,0.2543,11.348,1495.0,compound_fault
2025-01-15 09:05:45,345,64.71,0.2555,11.385,1494.0,compound_fault
2025-01-15 09:05:46,346,64.7,0.2525,11.463,1495.4,compound_fault
2025-01-15 09:05:47,347,64.66,0.258,11.353,1492.6,compound_fault
2025-01-15 09:05:48,348,64.85,0.2626,11.42,1503.9,compound_fault
2025-01-15 09:05:49,349,64.89,0.2535,11.504,1500.2,compound_fault
2025-01-15 09:05:50,350,64.7,0.2575,11.403,1495.1,compound_fault
2025-01-15 09:05:51,351,64.74,0.2601,11.449,1497.7,compound_fault
2025-01-15 09:05:52,352,64.9,0.2606,11.531,1496.0,compound_fault
2025-01-15 09:05:53,353,64.71,0.2563,11.453,1498.5,compound_fault
2025-01-15 09:05:54,354,64.9,0.2626,11.465,1494.2,compound_fault
2025-01-15 09:05:55,355,64.86,0.2577,11.524,1496.8,compound_fault
2025-01-15 09:05:56,356,64.79,0.2578,11.457,1497.9,compound_fault
